r,r_dB,eta,M,gamma,sigma,var_exact,rate_per_mode,shots_resolve,fit_slope,fit_R2
0.7,6.08,0.7,32,1.4811119878966985,1.0,1.8119534214743007e-18,1.2766289428588558,1.6307580793268704e-15,-1.2685932994603337,0.9999015853412632
0.7,6.08,0.7,50,1.4811119878966985,1.0,1.8982557930488513e-28,1.2766289428588558,1.7084302137439658e-25,-1.2685932994603337,0.9999015853412632
0.7,6.08,0.5,1,0.8021838885585817,1.0,0.1295730716359931,1.0019190890627638,116.61576447239376,-0.9891589197311759,0.9996908188022438
0.7,6.08,0.5,2,0.8021838885585817,1.0,0.07836257744723299,1.0019190890627638,70.52631970250967,-0.9891589197311759,0.9996908188022438
0.7,6.08,0.5,4,0.8021838885585817,1.0,0.014988496256853097,1.0019190890627638,13.489646631167785,-0.9891589197311759,0.9996908188022438
0.7,6.08,0.5,8,0.8021838885585817,1.0,0.00032019419893265967,1.0019190890627638,0.28817477903939365,-0.9891589197311759,0.9996908188022438
0.7,6.08,0.5,16,0.8021838885585817,1.0,1.0902907106430331e-07,1.0019190890627638,9.812616395787297e-05,-0.9891589197311759,0.9996908188022438
0.7,6.08,0.5,32,0.8021838885585817,1.0,1.1909836449817383e-14,1.0019190890627638,1.0718852804835643e-11,-0.9891589197311759,0.9996908188022438
0.7,6.08,0.5,50,0.8021838885585817,1.0,1.7522796412743336e-22,1.0019190890627638,1.5770516771469e-19,-0.9891589197311759,0.9996908188022438
0.7,6.08,0.3,1,0.3876073710426415,1.0,0.10172224822663584,0.7055982281203558,91.55002340397223,-0.6832800597919909,0.9987205911466701
0.7,6.08,0.3,2,0.3876073710426415,1.0,0.09011613619626113,0.7055982281203558,81.104522576635,-0.6832800597919909,0.9987205911466701
0.7,6.08,0.3,4,0.3876073710426415,1.0,0.0358289651273781,0.7055982281203558,32.24606861464028,-0.6832800597919909,0.9987205911466701
0.7,6.08,0.3,8,0.3876073710426415,1.0,0.0029773152622964163,0.7055982281203558,2.679583736066774,-0.6832800597919909,0.9987205911466701
0.7,6.08,0.3,16,0.3876073710426415,1.0,1.2190605382179074e-05,0.7055982281203558,0.010971544843961165,-0.6832800597919909,0.9987205911466701
0.7,6.08,0.3,32,0.3876073710426415,1.0,1.5621836276196122e-10,0.7055982281203558,1.4059652648576508e-07,-0.6832800597919909,0.9987205911466701
0.7,6.08,0.3,50,0.3876073710426415,1.0,4.765680229485003e-16,0.7055982281203558,4.289112206536502e-13,-0.6832800597919909,0.9987205911466701
0.7,6.08,0.1,1,0.10814789526348335,1.0,0.03418041809567396,0.31167962925948667,30.76237628610656,-0.2608158735992681,0.9839249161788276
0.7,6.08,0.1,2,0.10814789526348335,1.0,0.048886601922944306,0.31167962925948667,43.99794173064987,-0.2608158735992681,0.9839249161788276
0.7,6.08,0.1,4,0.10814789526348335,1.0,0.0500302623285615,0.31167962925948667,45.02723609570534,-0.2608158735992681,0.9839249161788276
0.7,6.08,0.1,8,0.10814789526348335,1.0,0.026259020624175525,0.31167962925948667,23.633118561757968,-0.2608158735992681,0.9839249161788276
