r,eta,gamma_target,disp_needed,gamma_achieved,max_var_mismatch
0.7,1.0,4.0551999668446745,1.0,4.0551999668446745,0.0
0.7,0.7,4.0551999668446745,1.6546730320318368,4.055199966844674,6.352747104407253e-22
0.7,0.5,4.0551999668446745,2.2483771851814978,4.0551999668446745,0.0
0.7,0.3,4.0551999668446745,3.234522106273338,4.055199966844675,6.352747104407253e-22
0.7,0.1,4.0551999668446745,6.123463048112732,4.0551999668446745,0.0
